"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CARBARYL = 56801)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",1.8
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CHLORPYRIFOS = 59101)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE",1.3
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYANTRANILIPROLE = 90098)","INSECTICIDE",2
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CYFLUMETOFEN = 138831)","INSECTICIDE",1.7
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ETOXAZOLE = 107091)","INSECTICIDE",4.3
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FENBUTATIN-OXIDE = 104601)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FENPROPATHRIN = 127901)","INSECTICIDE",1.9
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FENPYROXIMATE = 129131)","INSECTICIDE",1.2
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLONICAMID = 128016)","INSECTICIDE",1.9
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUPYRADIFURONE = 122304)","INSECTICIDE",2.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(HEXYTHIAZOX = 128849)","INSECTICIDE",1.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(IMIDACLOPRID = 129099)","INSECTICIDE",1.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE",2.8
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(METHOXYFENOZIDE = 121027)","INSECTICIDE",1.4
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE",1.8
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(NEEM OIL = 25006)","INSECTICIDE",3.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(NEEM OIL","INSECTICIDE",1.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE",3.2
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE",1.8
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(POTASSIUM SALTS = 79021)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PYRETHRINS = 69001)","INSECTICIDE",1.7
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PYRIDABEN = 129105)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PYRIPROXYFEN = 129032)","INSECTICIDE",1.1
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SOYBEAN OIL = 31605)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE",1.6
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SPINOSAD = 110003)","INSECTICIDE",1.2
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SPIROMESIFEN = 24875)","INSECTICIDE",1.3
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(SULFOXAFLOR = 5210)","INSECTICIDE",2
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE",2.7
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(ACIBENZOLAR-S-METHYL = 61402)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(BT KURSTAKI SA-12 = 6518)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CAPRIC ACID = 128955)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CAPRYLIC ACID = 128919)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(CHLOROPICRIN = 81501)","OTHER",1.4
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(DICHLOROPROPENE = 29001)","OTHER",1.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(FLUTRIAFOL = 128940)","OTHER",1.7
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(GLIOCLADIUM VIRENS = 129000)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(HYDROGEN PEROXIDE = 595)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(IRON PHOSPHATE = 34903)","OTHER",1.5
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(METALDEHYDE = 53001)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(METAM-POTASSIUM = 39002)","OTHER",1.1
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(METAM-SODIUM = 39003)","OTHER",1.3
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PAECILOMYCES FUMOSOR = 115002)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(PEROXYACETIC ACID = 63201)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(POTASSIUM SILICATE = 72606)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(REYNOUTRIA SACHALINE = 55809)","OTHER",1.2
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","(TRICHODERMA VIRENS STRAIN G-41 = 176604)","OTHER",NA
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","","(NITROGEN) FERTILIZER",9.9
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","","(PHOSPHATE) FERTILIZER",11.3
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","","(POTASH) FERTILIZER",14.3
2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER","","(SULFUR) FERTILIZER",8.2
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","FUNGICIDE",34
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE",26
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS PUMILUS = 6485)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS SUBT. GB03 = 129068)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BACILLUS SUBTILIS = 6479)","FUNGICIDE",8
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BLAD = 30006)","FUNGICIDE",6
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BORAX DECAHYDRATE = 11102)","FUNGICIDE",18
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BOSCALID = 128008)","FUNGICIDE",34
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT SUBSP KURSTAKI EVB-113-19 = 6544)","FUNGICIDE",7
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE",76
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(COPPER HYDROXIDE = 23401)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(COPPER OCTANOATE = 23306)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUFENAMID = 555550)","FUNGICIDE",30
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE",61
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DIFENOCONAZOLE = 128847)","FUNGICIDE",10
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE",36
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE",61
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUOPYRAM = 80302)","FUNGICIDE",48
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUXAPYROXAD = 138009)","FUNGICIDE",30
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FOSETYL-AL = 123301)","FUNGICIDE",5
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ISOFETAMID = 270000)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MEFENOXAM = 113502)","FUNGICIDE",21
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MYCLOBUTANIL = 128857)","FUNGICIDE",56
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PENTHIOPYRAD = 90112)","FUNGICIDE",31
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE",26
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(POTASSIUM BICARBON. = 73508)","FUNGICIDE",11
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PROPICONAZOLE = 122101)","FUNGICIDE",25
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","FUNGICIDE",65
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIMETHANIL = 288201)","FUNGICIDE",29
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(QUINOLINE = 55459)","FUNGICIDE",51
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(STREPTOMYCES LYDICUS = 6327)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SULFUR = 77501)","FUNGICIDE",72
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TETRACONAZOLE = 120603)","FUNGICIDE",30
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","FUNGICIDE",9
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIRAM = 79801)","FUNGICIDE",50
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE",93
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TRICHODERMA HARZ. = 119202)","FUNGICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE",50
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TRIFLUMIZOLE = 128879)","FUNGICIDE",37
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE",6
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUMIOXAZIN = 129034)","HERBICIDE",14
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE POT. SALT = 103613)","HERBICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NAPROPAMIDE = 103001)","HERBICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(OXYFLUORFEN = 111601)","HERBICIDE",9
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PARAQUAT = 61601)","HERBICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PENDIMETHALIN = 108501)","HERBICIDE",8
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SULFENTRAZONE = 129081)","HERBICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","HERBICIDE",20
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ABAMECTIN = 122804)","INSECTICIDE",35
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACEQUINOCYL = 6329)","INSECTICIDE",32
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACETAMIPRID = 99050)","INSECTICIDE",42
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(AZADIRACHTIN = 121701)","INSECTICIDE",25
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BEAUVERIA BASSIANA = 128924)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENAZATE = 586)","INSECTICIDE",51
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BIFENTHRIN = 128825)","INSECTICIDE",58
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE",43
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE",24
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE",37
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT SUB AIZAWAI GC-91 = 6426)","INSECTICIDE",5
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BUPROFEZIN = 275100)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)","INSECTICIDE",2
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CARBARYL = 56801)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE",44
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLORPYRIFOS = 59101)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE",19
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYANTRANILIPROLE = 90098)","INSECTICIDE",11
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CYFLUMETOFEN = 138831)","INSECTICIDE",48
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ETOXAZOLE = 107091)","INSECTICIDE",6
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENBUTATIN-OXIDE = 104601)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENPROPATHRIN = 127901)","INSECTICIDE",31
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","INSECTICIDE",9
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLONICAMID = 128016)","INSECTICIDE",57
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUPYRADIFURONE = 122304)","INSECTICIDE",34
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HELICOVERPA ZEA NPV = 107300)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","INSECTICIDE",24
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(IMIDACLOPRID = 129099)","INSECTICIDE",12
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(MALATHION = 57701)","INSECTICIDE",28
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(METHOXYFENOZIDE = 121027)","INSECTICIDE",37
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NALED = 34401)","INSECTICIDE",21
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL = 25006)","INSECTICIDE",9
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NEEM OIL","INSECTICIDE",18
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(NOVALURON = 124002)","INSECTICIDE",66
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PIPERONYL BUTOXIDE = 67501)","INSECTICIDE",4
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(POTASSIUM SALTS = 79021)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRETHRINS = 69001)","INSECTICIDE",8
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIDABEN = 129105)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PYRIPROXYFEN = 129032)","INSECTICIDE",5
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SOYBEAN OIL = 31605)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPINETORAM = 110007)","INSECTICIDE",58
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPINOSAD = 110003)","INSECTICIDE",15
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","INSECTICIDE",17
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(SULFOXAFLOR = 5210)","INSECTICIDE",20
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","INSECTICIDE",24
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","INSECTICIDE",91
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(ACIBENZOLAR-S-METHYL = 61402)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(BT KURSTAKI SA-12 = 6518)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CAPRIC ACID = 128955)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CAPRYLIC ACID = 128919)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","OTHER",49
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","OTHER",23
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(FLUTRIAFOL = 128940)","OTHER",25
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(GLIOCLADIUM VIRENS = 129000)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(HYDROGEN PEROXIDE = 595)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(IRON PHOSPHATE = 34903)","OTHER",2
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(METALDEHYDE = 53001)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(METAM-POTASSIUM = 39002)","OTHER",3
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(METAM-SODIUM = 39003)","OTHER",2
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PAECILOMYCES FUMOSOR = 115002)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(PEROXYACETIC ACID = 63201)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(POTASSIUM SILICATE = 72606)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","OTHER",7
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","OTHER",63
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","(TRICHODERMA VIRENS STRAIN G-41 = 176604)","OTHER",NA
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(NITROGEN) FERTILIZER",98
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(PHOSPHATE) FERTILIZER",49
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(POTASH) FERTILIZER",49
2019,"CALIFORNIA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING","","(SULFUR) FERTILIZER",30
2019,"CALIFORNIA","FRESH","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2019,"CALIFORNIA","NOT","PRODUCTION","","MEASURED IN CWT","","TOTAL",20000
2019,"CALIFORNIA","PROCESSING","PRODUCTION","","MEASURED IN $","","TOTAL",NA
2019,"CALIFORNIA","UTILIZED","PRODUCTION","","MEASURED IN CWT","","TOTAL",20480000
