"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"700",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","0.313"
"701",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"702",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"703",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"704",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","0.206"
"705",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"706",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"707",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"708",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"709",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"710",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"711",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"712",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"713",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"714",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"715",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"716",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"717",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","1.34"
"718",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","2.036"
"719",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","FUNGICIDE","(D)"
"720",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","HERBICIDE","(D)"
"721",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","HERBICIDE","(D)"
"722",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","HERBICIDE","(D)"
"723",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","HERBICIDE","(D)"
"724",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","HERBICIDE","(D)"
"725",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.045"
"726",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.099"
"727",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.141"
"728",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.05"
"729",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(NA)"
"730",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.058"
"731",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"732",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"733",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"734",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"735",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"736",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"737",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"738",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"739",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"740",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.065"
"741",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.063"
"742",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"743",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.054"
"744",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"745",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"746",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"747",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"748",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"749",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"750",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"751",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"752",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"753",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"754",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"755",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","1"
"756",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","1"
"757",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","2"
"758",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","(D)"
"759",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","4.123"
"760",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"761",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","16.856"
"762",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"763",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"764",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"765",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.642"
"766",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"767",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"768",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"769",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.428"
"770",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"771",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"772",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"773",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"774",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"775",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"776",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"777",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"778",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"779",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"780",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"781",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"782",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","4.888"
"783",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","10.166"
"784",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"785",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"786",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"787",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"788",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"789",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"790",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.184"
"791",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.127"
"792",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.663"
"793",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.077"
"794",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"795",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.067"
"796",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"797",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"798",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"799",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"800",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"801",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"802",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"803",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"804",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"805",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.212"
"806",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.116"
"807",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"808",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.095"
"809",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"810",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"811",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"812",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"813",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"814",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"815",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"816",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"817",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"818",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"819",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"820",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","39"
"821",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","17"
"822",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","43"
"823",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","(D)"
"824",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","4.8"
"825",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"826",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","8"
"827",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"828",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"829",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"830",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.1"
"831",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"832",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"833",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"834",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.1"
"835",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"836",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"837",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"838",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"839",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"840",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"841",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"842",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"843",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"844",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"845",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"846",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"847",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","3.6"
"848",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","5"
"849",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"850",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"851",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"852",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"853",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"854",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"855",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","4.1"
"856",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.3"
"857",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","4.7"
"858",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.5"
"859",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"860",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.2"
"861",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"862",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"863",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"864",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"865",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"866",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"867",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"868",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"869",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"870",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","3.2"
"871",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.8"
"872",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","(D)"
"873",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","INSECTICIDE","1.8"
"874",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"875",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"876",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"877",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"878",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"879",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"880",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"881",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"882",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"883",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"884",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","OTHER","(D)"
"885",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","28.7"
"886",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","18.6"
"887",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","25.2"
"888",2019,"FLORIDA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","","(D)"
"889",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","29"
"890",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"891",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","88"
"892",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"893",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"894",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"895",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","64"
"896",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"897",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"898",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"899",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","64"
"900",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"901",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"902",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"903",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"904",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"905",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"906",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"907",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
"908",2019,"FLORIDA","BEARING","TREATED"," AVG","MEASURED IN PCT OF AREA BEARING"," ","FUNGICIDE","(D)"
